,rli_anlagen_id,p_nenn,0,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5,15,15.5,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22,22.5,23,23.5,24,24.5,25,25.5,26,source,modificationtimestamp
54,FUHRLÄNDER FL 100 2500,2500.0,0.0,,0.0,,0.0,,0.0,,0.268,,0.408,,0.436,,0.454,,0.464,,0.47,,0.45,,0.385,,0.304,,0.24,,0.192,,0.156,,0.129,,0.107,,0.09,,0.077,,0.066,,0.057,,0.05,,0.043,,0.038,,0.034,0.0,,http://www.windenergie-im-binnenland.de,2013-11-21 11:51:06
55,NORDEX N 90 2300,2300.0,0.0,,0.0,,0.0,,0.0,,0.14,,0.359,,0.418,,0.434,,0.436,,0.435,,0.417,,0.388,,0.331,,0.269,,0.215,,0.175,,0.144,,0.12,,0.101,,0.086,,0.074,,0.064,,0.055,,0.049,,0.043,,0.038,0.0,,EMD Windpro,2013-11-21 11:51:08
56,NORDEX N 80 2500,2500.0,0.0,,0.0,,0.0,,0.012,0.182,0.305,0.374,0.416,0.439,0.454,0.464,0.47,0.473,0.475,0.474,0.47,0.463,0.453,0.441,0.428,0.412,0.395,0.372,0.346,0.319,0.292,0.266,0.241,0.218,0.198,0.181,0.165,0.152,0.139,0.128,0.118,0.11,0.102,0.094,0.088,0.082,0.076,0.071,0.067,0.063,0.059,0.055,0.052,0.0,,EMD Windpro,2013-11-21 11:51:08
57,VESTAS V 80 2000,2000.0,0.0,,0.0,,0.0,,0.0,,0.335,,0.405,,0.429,,0.442,,0.448,,0.446,,0.432,,0.403,,0.356,,0.293,,0.237,,0.192,,0.159,,0.132,,0.111,,0.095,,0.081,,0.07,,0.061,,0.053,,0.047,,0.042,0.0,,EMD Windpro,2013-11-21 11:51:10
58,VESTAS V 90 1800,1800.0,0.0,,0.0,,0.0,,0.0,,0.353,,0.419,,0.441,,0.45,,0.452,,0.438,,0.403,,0.339,,0.266,,0.21,,0.168,,0.137,,0.113,,0.094,,0.079,,0.067,,0.058,,0.05,,0.043,,0.038,,0.033,,0.03,0.0,,EMD Windpro,2013-11-21 11:51:10
59,VESTAS V 90 2000,2000.0,0.0,,0.0,,0.0,,0.0,,0.353,,0.421,,0.441,,0.45,,0.452,,0.438,,0.408,,0.362,,0.294,,0.234,,0.187,,0.152,,0.125,,0.104,,0.088,,0.075,,0.064,,0.055,,0.048,,0.042,,0.037,,0.033,0.0,,EMD Windpro,2013-11-21 11:51:10
60,VESTAS V 90 3000,3000.0,0.0,,0.0,,0.0,,0.0,,0.309,,0.39,,0.419,,0.435,,0.444,,0.448,,0.439,,0.414,,0.378,,0.331,,0.277,,0.228,,0.188,,0.157,,0.132,,0.112,,0.096,,0.083,,0.072,,0.063,,0.056,,0.049,0.0,,EMD Windpro,2013-11-21 11:51:10
61,VESTAS V 112 3000,3000.0,0.0,,0.0,,0.0,,0.141,0.263,0.337,0.375,0.399,0.416,0.427,0.434,0.441,0.444,0.446,0.446,0.444,0.439,0.426,0.402,0.372,0.332,0.294,0.261,0.232,0.207,0.186,0.167,0.151,0.137,0.124,0.113,0.104,0.095,0.087,0.08,0.074,0.069,0.064,0.059,0.055,0.051,0.048,0.045,0.042,0.039,0.037,0.035,0.033,0.0,,EMD Windpro,2013-11-21 11:51:10
62,VESTAS V 117 3300,3300.0,0.0,,0.0,,0.0,,0.163,0.287,0.346,0.377,0.397,0.413,0.422,0.429,0.434,0.438,0.44,0.44,0.438,0.432,0.418,0.393,0.36,0.324,0.288,0.256,0.228,0.204,0.183,0.164,0.148,0.135,0.122,0.112,0.102,0.094,0.086,0.079,0.073,0.068,0.063,0.058,0.054,0.05,0.047,0.044,0.041,0.039,0.036,0.034,0.032,0.0,,EMD Windpro,2013-11-21 11:51:10
63,VESTAS NM 52 900,900.0,0.0,,0.0,,0.0,,0.0,,0.324,,0.418,,0.42,,0.446,,0.456,,0.444,,0.416,,0.37,,0.323,,0.277,,0.235,,0.199,,0.167,,0.141,,0.118,,0.1,,0.085,,0.072,,0.062,,0.054,,0.047,,0.041,0.0,,EMD Windpro,2013-11-21 11:51:10
